,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
2160,1,1,4280000000.0,99.25,0.0,17.88,1.59,0.98,5.24,0.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,99.13,0.04,0.01,0
2161,1,1,110780000000.0,97.35,0.0,13.29,1.38,1.02,6.24,8.46,11.18,19.5,4.09,10.59,9.77,3.36,3.4,6.65,13.7,9.32,0
2163,1,1,15040000.0,67.08,18.65,16.46,2.72,1.72,8.88,2.71,14.35,13.36,2.45,11.92,16.03,2.71,2.79,4.3,8.87,20.52,0
2164,-1,0,29510000.0,99.46,0.0,14.83,1.73,0.65,11.61,31.91,0.0,0.0,0.0,38.78,0.0,0.0,0.0,0.28,29.04,0.0,0
2165,1,1,983630000.0,99.94,0.0,13.66,1.61,1.16,4.06,6.8,10.5,21.31,1.95,12.52,13.46,4.04,3.78,4.85,13.84,6.96,0
2167,1,1,37520000000.0,97.83,0.0,12.93,1.42,1.09,5.83,8.23,11.14,20.82,3.52,10.1,8.46,3.38,4.06,7.35,11.38,11.56,0
2168,1,1,1530000000.0,99.85,0.0,13.27,1.61,1.14,4.19,7.5,10.58,20.66,1.8,13.53,12.98,3.81,3.76,8.19,11.78,5.42,0
2169,1,1,263860000.0,99.97,0.0,14.95,2.1,1.59,7.59,4.62,11.64,18.39,2.79,8.86,12.93,3.13,3.69,5.97,10.95,17.02,0
2170,1,1,1470000000.0,99.94,0.0,11.62,1.54,1.36,4.77,8.42,10.89,26.23,3.64,6.46,2.54,3.01,5.18,9.03,5.06,19.53,1
2171,-1,1,7420000000.0,99.77,0.0,11.25,1.3,2.13,5.07,0.0,0.0,98.07,1.87,0.0,0.0,0.0,0.0,0.0,0.07,0.0,-1
2172,1,0,15920000.0,99.56,0.0,13.59,1.79,1.19,7.56,5.97,8.9,26.51,8.25,4.47,14.74,3.18,1.17,2.2,15.69,8.9,0
2173,1,0,82470000.0,99.26,0.0,12.63,1.86,1.04,8.64,2.26,22.11,22.04,0.86,8.47,8.33,2.92,2.11,6.82,12.03,12.05,0
2174,0,0,35670000.0,99.89,0.0,19.39,3.93,1.75,13.46,1.53,15.83,8.05,4.1,6.37,25.62,6.06,2.06,2.16,9.11,19.1,0
2175,1,0,35100000.0,99.45,0.0,15.62,1.96,1.75,6.45,1.9,10.8,8.73,18.04,12.16,10.56,7.85,1.85,5.69,10.95,11.47,0
2176,0,0,23800000.0,99.41,0.0,14.6,2.45,1.16,9.86,2.04,19.6,17.32,0.66,10.16,8.25,0.16,0.31,2.82,14.94,23.74,0
2177,-1,0,52360000.0,99.26,0.0,7.99,1.08,0.58,4.39,7.23,15.39,27.32,0.89,4.07,3.38,3.12,2.67,11.91,14.71,9.31,-1
2178,1,1,5020000.0,99.22,0.0,13.29,1.73,0.99,6.11,3.93,11.16,27.36,5.23,8.93,7.04,5.39,2.07,4.0,10.39,14.48,0
2180,1,1,19040000000.0,97.64,0.0,13.56,1.55,1.1,7.64,7.85,10.75,18.39,2.68,13.62,12.7,3.97,3.27,7.76,12.89,6.11,0
2183,0,1,21570000000.0,99.52,0.0,19.76,5.6,3.32,12.87,0.09,0.11,10.41,0.0,0.0,0.0,0.0,0.09,0.0,5.75,83.54,1
2184,1,1,10710000000.0,99.61,0.0,16.47,3.78,1.75,13.1,0.0,0.0,0.03,0.0,0.0,98.4,0.0,0.0,0.0,0.07,1.5,0
2185,-1,1,670240000.0,99.9,0.0,11.86,1.57,1.27,4.92,5.39,7.85,23.9,1.52,11.4,11.72,6.15,5.95,11.09,7.32,7.71,0
2186,-1,1,589040000.0,99.79,0.0,9.35,1.06,0.62,3.69,10.47,9.68,19.04,2.64,8.41,6.85,4.26,8.72,7.89,13.17,8.85,0
2187,1,1,40940000000.0,99.29,0.0,19.31,4.1,1.68,13.37,4.34,10.81,11.45,0.0,15.74,13.19,5.74,3.6,0.0,24.54,10.59,0
2188,0,1,1270000000.0,98.74,0.0,18.3,2.73,1.95,12.05,4.66,11.17,14.12,1.74,17.11,13.03,2.2,2.99,3.25,10.18,19.56,0
2190,0,-1,414360000.0,99.19,0.0,18.46,2.43,1.72,9.2,4.81,12.79,13.78,9.27,3.36,15.95,1.91,2.2,2.87,15.54,17.5,-1
2191,1,-1,2150000000.0,97.97,0.0,15.84,1.72,0.92,7.02,6.78,13.42,15.86,9.31,3.6,9.99,2.07,1.55,3.92,17.02,16.47,-1
2192,-1,-1,411210000.0,98.82,0.0,13.84,1.33,0.62,5.62,8.77,14.07,17.98,9.35,3.85,3.94,2.24,0.88,4.99,18.51,15.43,-1
2193,1,1,3610000000.0,99.77,0.0,15.88,3.48,1.4,5.62,1.71,1.88,0.0,0.59,0.01,0.0,0.0,0.0,0.11,92.43,3.29,0
2196,1,1,2040000000.0,100.0,0.0,12.66,1.22,0.87,5.32,7.53,17.28,12.1,3.16,9.37,7.73,2.15,4.85,1.81,19.63,14.39,0
2197,-1,1,20310000.0,99.73,0.0,13.75,2.0,1.05,6.73,2.55,11.13,18.82,2.99,10.05,12.05,4.91,5.28,8.64,9.81,13.76,0
2198,-1,1,3420000000.0,99.64,0.0,9.94,1.5,0.81,4.35,2.36,10.64,13.36,3.54,7.85,13.62,2.8,8.44,5.72,9.53,22.14,0
2200,0,0,100120000.0,65.92,0.0,12.93,1.98,1.0,7.53,5.83,28.08,3.8,2.33,6.04,11.36,3.37,0.67,3.67,13.52,21.33,0
2202,0,0,415510000.0,99.5,0.0,16.63,2.56,1.4,2.86,4.99,12.23,16.15,26.82,14.46,4.77,1.24,0.0,2.83,5.2,11.34,0
2203,1,0,63760000000.0,98.75,0.0,37.29,2.49,5.0,10.23,2.07,0.0,0.0,87.56,0.0,0.0,0.0,9.47,0.0,0.9,0.0,1
2204,1,1,6640000000.0,96.31,0.0,12.54,0.98,2.46,7.21,0.01,0.23,0.2,99.45,0.0,0.0,0.0,0.02,0.0,0.09,0.0,1
2205,1,1,180570000.0,99.99,0.0,16.8,2.88,2.18,11.43,2.78,11.68,17.44,2.45,7.53,14.35,3.0,3.63,6.12,9.61,21.41,0
2206,0,0,101280000000.0,98.71,0.01,17.83,2.35,1.62,9.21,3.82,14.96,12.48,7.74,4.22,10.13,6.59,1.54,5.07,14.76,18.69,0
2207,-1,0,18250000000.0,98.95,0.0,13.68,1.76,1.08,6.51,4.89,20.08,18.7,6.37,5.1,6.17,13.35,2.08,3.69,8.62,10.96,0
2208,1,1,3130000000.0,99.75,0.0,17.14,2.87,1.97,8.69,2.62,12.12,15.14,3.49,7.26,14.08,3.15,3.37,5.21,10.54,23.03,0
2209,0,1,5340000000.0,99.68,0.0,21.23,6.04,2.8,13.91,1.61,17.45,9.05,1.73,6.12,13.0,0.0,1.26,0.74,12.92,36.11,0
2210,-1,1,3420000000.0,99.81,0.0,14.31,1.87,1.51,6.3,3.64,6.65,21.38,5.3,8.43,15.18,6.37,5.53,9.78,8.1,9.63,0
2211,1,1,459650000000.0,99.46,0.0,17.05,2.97,2.02,8.8,2.4,11.9,15.39,2.5,7.77,14.51,3.33,3.57,5.43,10.23,22.95,0
2212,0,1,2440000000.0,99.71,0.0,21.75,4.75,3.48,13.41,1.9,14.61,10.19,2.48,5.66,17.34,1.85,3.6,3.59,10.18,28.59,0
2213,-1,1,1040000000.0,99.77,0.0,13.67,2.11,1.37,6.33,2.98,8.8,21.38,2.52,10.19,11.25,5.03,3.53,7.53,10.3,16.49,0
2214,0,0,13110000000.0,99.53,0.0,24.95,3.5,2.99,14.98,2.81,10.12,6.84,8.98,3.54,13.82,0.27,1.04,6.33,20.42,25.83,0
2215,0,1,1750000000.0,99.45,0.0,19.12,2.42,2.42,8.32,0.0,23.53,0.0,0.55,0.0,0.0,0.0,29.61,0.0,0.04,46.27,0
2216,1,1,6970000000.0,97.3,0.0,12.67,1.15,0.86,5.31,8.66,13.96,16.55,6.41,7.72,7.3,2.63,3.77,2.11,15.94,14.96,0
2217,-1,1,4730000000.0,99.92,0.0,19.28,2.06,2.36,8.56,0.53,0.0,0.0,0.0,0.0,0.0,99.02,0.0,0.45,0.0,0.0,0
2221,0,1,12580000.0,99.75,0.0,20.69,5.08,2.09,15.39,3.41,12.63,18.2,0.0,19.35,3.75,2.29,0.0,0.73,34.87,4.77,0
2222,-1,1,693750.0,99.74,0.0,13.05,1.71,1.49,9.08,4.04,7.85,39.98,0.0,4.02,8.02,0.0,0.0,0.0,24.13,11.96,1
2223,-1,1,38210000.0,99.5,0.0,15.04,3.02,1.15,11.21,0.0,7.09,14.83,4.0,22.25,18.32,2.59,0.0,1.55,11.04,18.34,0
2224,1,-1,6480000000.0,92.47,0.0,13.18,1.29,0.8,5.78,10.46,14.55,10.57,10.53,5.78,7.24,2.78,1.44,4.23,17.51,14.89,0
2225,1,1,17570000000.0,98.76,0.0,15.0,1.93,1.39,7.21,5.34,11.89,17.19,3.97,8.29,11.39,3.26,3.54,5.98,11.17,17.99,0
2228,1,1,1310000000.0,99.76,0.0,17.05,2.76,1.86,8.56,2.79,12.16,15.2,3.86,7.0,14.12,3.19,3.23,5.05,10.77,22.62,0
2229,1,1,772720000000.0,99.08,0.0,17.08,2.75,1.85,8.59,2.78,12.13,15.12,3.92,7.05,14.14,3.24,3.26,5.1,10.86,22.39,0
2231,-1,1,77250000000.0,99.55,0.01,13.63,2.05,1.41,6.43,2.78,6.03,22.28,1.47,10.98,17.91,6.61,4.28,8.27,10.22,9.17,0
2232,0,-1,785410000.0,96.83,0.0,18.46,3.18,1.38,9.57,5.56,15.31,6.96,3.19,3.7,24.43,0.52,1.5,1.79,15.18,21.87,0
2233,0,-1,2420000000.0,97.24,0.0,15.79,1.81,1.02,6.98,5.14,12.74,16.01,8.74,3.53,14.64,3.77,1.34,3.07,13.88,17.14,0
2234,-1,-1,374890000.0,98.8,0.0,13.86,1.25,0.8,5.55,4.67,9.92,25.93,14.84,3.35,3.9,7.32,1.16,4.49,12.46,11.97,-1
2235,0,1,85780000000.0,99.48,0.0,22.95,5.33,3.46,13.8,2.05,17.96,8.43,3.92,4.33,10.85,0.05,2.97,2.49,10.2,36.74,0
2236,1,1,23630000000.0,100.0,0.0,17.02,3.01,2.22,12.95,2.44,11.75,16.17,2.38,7.79,15.52,3.14,3.57,5.45,10.1,21.69,0
2237,-1,0,495590000.0,99.9,0.0,12.58,1.55,0.66,4.59,3.78,15.07,16.45,2.84,8.6,10.17,3.97,4.4,5.21,12.97,16.53,0
2238,1,1,21690000000.0,99.16,0.0,17.18,2.95,2.01,8.84,2.41,12.11,15.23,2.71,7.6,14.32,3.27,3.61,5.33,10.21,23.19,0
2239,1,1,86960000000.0,96.37,0.0,11.89,1.54,1.21,4.61,8.19,11.65,24.59,4.45,6.54,2.98,3.01,4.57,8.02,5.96,20.04,0
2241,1,1,2210000000.0,99.95,0.0,14.58,2.04,1.57,7.28,4.95,11.59,19.19,2.87,8.64,11.93,3.11,3.82,6.28,10.39,17.25,0
2242,0,0,68070000000.0,96.8,0.01,17.5,1.99,1.28,7.42,4.65,13.6,14.36,10.82,3.21,11.64,2.49,2.2,3.49,13.15,20.41,0
2243,1,1,369860000000.0,96.39,0.0,12.96,1.41,1.05,5.86,8.4,11.43,20.2,4.19,9.63,8.35,3.27,3.74,7.01,12.05,11.74,0
2246,-1,1,31400000000.0,99.89,0.0,13.73,2.25,1.58,6.6,3.69,6.24,17.5,0.04,14.26,14.34,8.37,6.64,9.58,8.17,11.16,0
2247,-1,1,1210000000.0,97.96,0.0,10.56,1.13,0.95,4.08,8.6,7.52,35.92,2.65,5.49,4.69,5.17,6.17,12.02,7.59,4.18,0
2248,-1,1,3630000.0,57.88,37.13,12.73,1.63,1.19,6.22,4.39,7.39,16.61,7.17,12.64,7.9,7.23,8.85,11.09,8.25,8.48,0
2249,1,0,25850000.0,80.11,0.0,14.75,2.75,1.2,8.57,3.68,37.43,10.65,0.0,0.0,0.0,0.0,0.0,0.0,41.23,7.01,-1
2250,-1,0,32890000.0,88.31,0.0,10.45,1.48,0.48,6.69,8.57,50.58,18.53,0.0,0.0,0.0,0.0,0.0,0.0,17.85,4.47,0
2251,-1,0,68580000.0,61.81,0.0,10.29,1.88,0.38,8.02,10.47,41.21,18.02,0.0,0.0,0.0,7.09,0.0,5.85,11.55,5.81,-1
2252,1,-1,15560000.0,83.79,0.0,16.37,3.17,1.23,9.08,4.41,24.35,15.05,0.0,0.0,4.07,0.0,0.0,0.0,43.24,8.88,-1
2253,1,1,50480000.0,88.84,0.0,15.36,4.34,1.74,10.11,4.17,27.06,14.5,0.0,10.99,2.84,0.0,4.83,0.0,5.74,29.87,0
2254,-1,1,40310000.0,76.29,0.0,12.58,2.83,1.18,6.79,0.0,16.12,12.39,0.0,12.05,4.66,0.0,11.14,0.0,23.58,20.05,-1
2255,-1,1,103160000.0,99.2,0.0,13.6,2.36,1.47,2.03,0.0,10.53,13.15,0.0,18.44,3.98,8.28,9.33,9.6,14.75,11.93,0
2256,-1,1,74290000.0,43.72,46.78,11.19,1.9,1.06,4.17,3.52,26.56,15.63,0.0,0.0,0.0,8.99,19.21,12.91,13.18,0.0,0
2257,0,0,154120000.0,4.790000000000006,95.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16,0.0,16.5,50.34,0.0,0.0,0
2258,1,1,26310000.0,89.44,0.0,19.6,5.87,1.83,12.6,0.0,20.85,19.04,0.0,29.02,4.09,0.0,0.0,0.0,10.65,16.35,0
2259,1,1,20050000.0,37.58,61.96,17.57,2.48,1.93,9.87,0.59,5.74,27.31,17.36,3.38,20.01,0.0,3.72,0.0,0.89,20.99,0
2260,-1,1,119370000.0,99.19,0.0,10.6,1.67,0.62,4.65,5.68,26.49,18.03,0.0,16.32,6.14,2.03,6.81,2.0,1.19,15.31,0
2261,1,1,14380000.0,100.0,0.0,10.73,1.52,1.22,4.85,6.13,16.88,25.66,5.06,7.7,5.19,2.66,2.01,3.07,8.56,17.09,1
2262,0,1,25440000.0,99.66,0.0,16.68,2.58,1.24,10.11,0.0,88.02,0.0,0.06,2.95,0.0,0.0,5.76,0.0,0.43,2.78,0
2263,1,1,51970000.0,98.26,0.0,18.15,3.73,1.39,13.62,0.0,1.04,0.0,0.0,98.96,0.0,0.0,0.0,0.0,0.0,0.0,0
2264,-1,1,245620000.0,99.64,0.0,12.98,1.42,0.99,5.14,2.43,12.61,24.66,9.23,8.42,3.67,14.14,7.23,7.42,8.99,1.2,0
2269,-1,1,252600000.0,99.46,0.0,11.4,1.14,1.65,2.81,0.0,0.0,99.58,0.34,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0
2270,0,1,123790000.0,98.95,0.0,17.37,3.66,2.07,13.98,0.0,0.0,1.94,0.0,0.0,96.91,0.0,0.0,0.0,0.0,1.14,1
2272,1,1,38000000.0,99.18,0.0,15.49,2.72,1.3,11.52,2.59,2.08,0.21,0.48,0.6,0.0,0.0,0.0,0.78,90.82,2.45,0
2274,-1,1,4480000.0,99.76,0.0,11.17,1.68,0.82,6.25,3.92,12.95,15.04,4.09,8.3,13.46,3.67,4.9,5.94,10.23,17.49,0
2275,-1,1,13690000.0,99.74,0.0,12.76,1.69,1.21,8.76,91.76,6.12,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.52,0.0,0
2276,1,-1,21940000.0,99.63,0.0,11.42,1.49,0.85,5.45,2.07,10.79,23.97,6.44,4.61,25.63,1.08,1.38,3.11,7.86,13.04,1
2278,-1,1,293470000.0,99.84,0.0,13.9,1.58,1.25,7.43,0.2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,98.98,0.13,0.0,-1
2279,-1,0,279580000.0,96.12,0.0,14.24,1.3,0.78,5.85,76.58,15.21,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2280,1,1,131870000.0,98.04,0.0,14.73,0.93,3.23,10.25,0.0,0.6,0.1,99.27,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1
2281,1,0,12100000.0,99.95,0.0,41.57,2.31,6.88,16.24,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2282,0,1,134160000.0,99.68,0.0,18.28,4.4,3.61,14.78,0.0,0.61,8.06,0.05,0.0,0.0,0.0,0.12,0.0,4.47,86.69,-1
2283,-1,1,7180000.0,99.03,0.0,12.27,1.91,1.27,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.37,0.0,0.0,0.63,0
2287,-1,1,4680000.0,99.13,0.0,16.14,1.67,1.32,7.07,0.0,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.24,1.36,0.0,0
2289,0,0,1300000000.0,99.88,0.0,19.58,3.49,1.57,16.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.43,11.57,-1
2290,0,0,4440000000.0,99.95,0.0,17.26,3.78,4.1,8.84,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
2291,1,1,11430000.0,99.11,0.28,10.36,1.4,1.06,4.45,10.12,6.67,24.71,1.23,6.92,3.17,2.13,4.08,9.58,6.32,25.07,0
2292,-1,-1,217410000.0,99.9,0.0,17.3,0.71,0.61,4.8,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95,0.9,0.0,0
2293,1,0,688480000.0,99.91,0.0,13.05,2.08,0.88,2.12,16.54,59.18,0.0,0.0,2.04,0.0,0.0,0.0,0.0,18.8,3.44,0
2294,0,0,634410000.0,99.97,0.0,31.27,3.72,4.09,10.71,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
2295,1,0,106380000.0,99.87,0.0,15.14,2.1,0.33,6.64,0.0,0.0,0.85,0.0,0.0,90.5,0.0,0.0,0.0,0.32,8.33,-1
2296,1,1,5490000.0,98.89,0.0,12.66,1.56,1.1,5.51,10.73,11.04,22.23,4.48,10.68,6.4,3.09,1.02,1.55,16.34,12.45,1
2297,0,0,78340000.0,99.94,0.0,26.3,3.89,3.07,13.32,0.0,1.84,2.33,0.91,0.0,0.0,0.0,2.42,0.0,0.9,91.6,0
2298,0,0,14040000.0,99.91,0.0,21.27,2.57,1.79,8.64,1.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,28.6,66.19,0
2299,0,0,8380000.0,99.86,0.0,17.11,2.18,1.54,2.52,0.0,5.03,0.0,0.0,0.0,0.0,2.09,8.19,0.0,40.4,44.29,-1
2300,1,0,6840000.0,99.91,0.0,12.64,1.84,0.7,3.08,1.34,37.83,0.44,0.0,0.0,0.0,0.0,0.98,1.49,15.81,42.12,-1
2301,1,1,4120000000.0,99.95,0.0,16.08,2.2,1.68,9.44,87.89,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0
2303,-1,1,22130000000.0,99.88,0.0,11.51,1.31,2.1,5.21,0.0,0.0,86.97,0.0,0.0,0.0,0.0,0.0,0.0,13.03,0.0,-1
2304,1,1,781590000.0,99.58,0.0,17.25,3.29,2.68,10.24,1.02,12.85,15.16,0.0,8.4,11.96,0.0,5.5,5.37,6.31,33.42,0
2305,1,1,10240000000.0,99.92,0.0,16.08,4.11,1.61,5.13,0.52,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.69,1.95,0
2307,-1,1,10820000000.0,99.85,0.0,17.08,3.92,1.34,14.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2308,0,1,3080000000.0,99.78,0.0,43.56,3.14,6.78,17.96,2.69,0.0,0.0,80.93,0.0,0.0,0.0,14.99,0.0,1.39,0.0,1
2309,-1,1,9390000000.0,99.85,0.0,18.83,2.06,2.39,8.53,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0
2310,1,1,19560000000.0,99.85,0.0,15.98,3.85,1.7,13.32,0.0,0.0,0.0,0.0,0.0,99.46,0.0,0.0,0.0,0.0,0.54,0
2311,0,1,12690000000.0,99.81,0.0,20.17,5.57,1.5,10.85,0.0,94.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.48,0
2312,-1,-1,468000000.0,99.89,0.0,10.94,1.37,0.55,4.98,91.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,-1
2313,-1,0,2580000000.0,99.84,0.0,19.76,2.02,2.4,11.04,3.94,11.12,29.34,25.17,5.06,1.34,15.45,0.0,1.27,6.02,1.31,0
2314,-1,0,142120000.0,0.02,96.49,5.84,0.0,0.34,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
2315,1,1,2900000.0,99.88,0.12,15.14,2.14,1.48,7.95,5.46,10.89,18.07,2.66,8.74,12.03,3.31,3.49,5.65,10.65,19.05,0
2316,0,1,418630000.0,99.8,0.0,20.72,5.25,4.11,10.7,0.0,17.13,3.04,0.0,0.0,0.0,0.0,0.0,0.0,2.91,76.93,0
2317,1,0,2050000000.0,99.92,0.0,13.91,0.97,0.73,2.31,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51,0.0,0.0,0
2318,1,0,255870000.0,99.98,0.0,10.57,1.38,2.23,8.94,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-1
2320,1,1,147420000.0,99.88,0.0,17.28,2.58,1.99,11.98,3.25,9.08,30.67,2.94,7.72,14.49,0.0,1.08,3.79,19.07,7.9,0
2321,1,0,200340000.0,99.72,0.0,13.37,1.95,0.32,5.58,0.0,75.47,0.0,0.0,18.05,0.0,0.0,0.0,0.0,1.18,5.3,0
2322,0,0,302260000.0,99.86,0.0,17.88,2.82,2.84,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0
2323,-1,-1,24160000.0,99.38,0.01,17.13,1.28,1.21,6.47,9.46,7.27,2.13,45.08,5.52,1.48,6.02,6.19,0.0,8.23,8.62,0
2324,0,-1,5350000.0,99.83,0.0,17.98,2.3,1.44,7.8,9.27,17.36,20.58,2.19,5.43,6.45,0.0,0.0,2.13,22.53,14.06,-1
2325,1,-1,1810000000.0,99.97,0.0,17.93,1.56,2.39,10.11,3.34,3.62,36.52,32.37,1.55,0.88,5.53,0.83,0.0,8.1,7.26,0
2326,0,1,305180000.0,99.76,0.0,13.21,1.82,1.19,6.09,7.01,16.48,15.94,2.97,8.26,3.77,1.11,2.27,6.15,4.36,31.69,0
2327,0,0,212300000.0,99.9,0.0,25.02,4.34,2.97,17.41,0.0,1.47,3.9,0.0,0.0,0.0,0.0,0.66,0.0,14.18,79.8,0
2328,0,1,2390000000.0,98.62,0.0,17.47,2.69,2.03,9.83,1.3,4.86,7.99,1.95,0.0,32.4,0.0,8.16,0.0,9.04,34.3,0
2329,1,0,7380000.0,99.93,0.0,15.59,2.79,1.32,10.8,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,94.18,0
2330,1,0,102570000.0,99.86,0.0,19.22,1.66,0.93,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.21,0.0,0.0,60.79,0
2331,1,0,154220000.0,99.78,0.0,12.09,1.74,0.69,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
2332,-1,0,8680000.0,100.0,0.0,18.03,2.01,1.1,10.48,3.06,9.07,11.18,10.27,22.7,2.77,16.39,0.0,5.05,13.1,6.41,-1
2334,0,0,53310000.0,99.92,0.0,23.82,2.93,1.17,6.65,0.0,31.12,0.0,2.26,2.73,0.0,0.0,2.94,0.0,0.0,60.94,0
2336,-1,1,18460000.0,99.97,0.0,8.52,1.11,0.93,3.23,3.67,14.34,27.49,8.04,5.21,3.78,2.59,5.77,5.38,7.35,16.38,1
2339,-1,1,420210000.0,56.21,0.0,8.9,1.16,1.1,3.29,2.53,4.53,46.63,9.64,0.0,0.0,0.95,10.06,9.88,3.95,11.83,0
2340,-1,0,17370000.0,96.9,0.0,16.0,1.6,1.61,7.07,0.51,0.0,0.0,1.22,0.0,0.0,88.41,0.0,0.0,7.0,2.85,0
2341,-1,1,304410000.0,19.78,67.32,14.75,1.97,1.42,7.31,2.08,3.68,27.64,14.3,2.49,13.16,9.55,2.63,18.02,1.5,4.95,0
2342,1,1,4370000.0,92.59,0.0,17.35,3.05,2.3,9.84,11.42,11.1,19.46,1.12,12.32,8.88,5.41,7.65,1.43,12.05,9.17,0
2343,-1,0,19090000.0,100.0,0.0,12.9,1.44,0.98,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
2344,-1,-1,42410000.0,98.85,0.0,12.89,1.19,0.32,7.03,21.48,0.0,0.0,0.0,0.0,0.0,16.54,0.0,42.88,19.1,0.0,0
2346,-1,1,216460000.0,20.43,60.7,14.3,1.77,1.19,5.78,1.97,4.12,6.91,3.68,3.1,5.22,7.62,2.15,50.51,8.17,6.54,0
2349,-1,0,50920000.0,99.69,0.0,12.73,1.36,0.66,6.29,4.12,0.0,0.0,0.0,0.0,0.0,7.75,0.0,79.75,8.38,0.0,0
