,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
1006,-1,0,68890000.0,99.72,0.0,8.15,0.97,0.62,3.23,10.39,12.39,8.04,15.96,7.58,7.07,3.83,1.33,1.75,18.7,12.95,0
1007,-1,1,73340000.0,99.87,0.0,13.85,1.49,0.74,7.07,34.8,3.61,0.62,0.0,18.08,0.0,2.84,0.0,23.75,15.87,0.43,0
1008,1,1,1230000.0,99.02,0.0,15.63,1.86,2.29,5.8,17.97,6.83,36.96,7.6,4.21,8.89,2.16,1.21,5.93,5.86,2.37,0
1009,1,1,43590000.0,97.24,0.0,12.91,1.43,1.09,5.75,7.75,11.09,21.72,3.58,10.26,8.33,3.32,4.09,7.47,10.45,11.95,0
1010,-1,1,24370000.0,100.0,0.0,10.69,1.44,1.06,5.76,9.31,9.66,30.06,2.66,3.89,14.07,7.12,5.11,9.95,5.22,2.95,0
1011,-1,1,239550000.0,99.97,0.0,11.7,1.58,0.97,6.72,12.15,14.56,26.79,1.95,4.46,9.94,10.54,5.17,4.81,8.11,1.52,0
1015,1,1,87700000.0,99.67,0.0,15.1,1.31,1.21,7.16,1.48,7.81,25.44,12.28,13.37,6.16,8.75,3.63,0.4,19.19,1.49,0
1016,-1,1,7010000000.0,98.55,0.0,16.28,2.75,2.15,9.71,0.77,1.68,11.16,0.07,14.8,15.75,8.6,6.93,21.23,9.17,9.83,0
1017,0,1,61150000.0,95.28,0.0,20.17,6.64,3.13,15.4,0.0,12.81,13.55,2.49,11.09,13.56,0.0,0.0,0.0,10.25,36.25,0
1018,1,1,3740000000.0,96.55,3.45,13.91,1.87,1.19,9.21,9.47,13.61,18.38,0.0,23.55,6.09,0.15,4.12,1.16,16.0,7.46,0
1019,1,1,262370000.0,98.04,0.0,11.11,1.43,1.1,4.47,7.56,11.5,24.16,3.24,6.67,2.51,2.48,4.62,7.95,4.96,24.35,0
1020,1,1,2940000000.0,98.82,0.0,13.5,1.41,1.08,6.74,7.88,11.54,18.99,3.89,11.78,11.28,3.65,3.95,5.96,13.27,7.8,0
1021,1,1,38810000.0,97.69,0.0,14.51,1.64,1.37,4.69,10.46,3.99,39.59,0.76,5.09,1.3,2.15,3.17,19.95,8.58,4.95,0
1022,1,1,206450000.0,99.11,0.0,11.86,1.36,0.83,7.1,10.38,18.17,16.0,4.19,3.53,11.84,3.8,5.47,0.0,13.18,13.46,0
1023,-1,1,1700000.0,98.4,0.0,10.09,1.21,0.63,4.06,0.0,13.12,29.57,0.0,2.33,1.78,22.74,4.19,15.35,9.06,1.86,1
1024,1,1,568210000.0,98.65,0.0,12.82,1.11,0.8,4.92,6.76,16.53,10.86,4.58,8.68,8.29,2.06,6.09,1.78,19.14,15.21,0
1025,0,1,6870000.0,98.5,0.0,16.45,2.44,2.01,14.3,9.3,5.62,19.03,0.88,23.05,31.03,0.0,1.39,0.0,8.66,1.06,0
1026,-1,1,12870000.0,98.07,0.0,11.68,1.19,1.2,6.47,0.0,4.63,36.31,0.0,0.0,2.93,24.62,8.38,4.57,13.93,4.62,0
1027,1,1,12990000.0,97.18,0.0,12.71,1.26,0.93,6.2,9.59,9.71,19.58,1.25,18.02,10.1,3.3,3.16,17.95,6.02,1.32,0
1028,1,1,840520.0,99.11,0.0,11.59,1.72,1.2,5.14,12.68,7.41,16.68,6.43,29.6,0.47,1.4,15.48,0.0,9.86,0.0,0
1029,-1,1,29560000.0,96.82,0.0,7.88,0.89,0.59,3.66,8.35,11.17,13.12,0.0,6.79,5.86,1.31,1.12,2.23,9.18,40.86,-1
1030,1,1,1040000000.0,99.64,0.0,12.88,1.49,1.0,7.3,7.42,13.88,17.63,2.19,11.25,8.11,6.27,4.07,5.63,13.92,9.62,0
1031,0,0,5350000.0,99.09,0.0,18.46,2.14,1.71,3.22,0.0,9.26,5.66,8.03,7.44,13.97,9.93,8.89,0.0,11.9,24.91,0
1032,1,1,8570000.0,39.11,0.0,13.46,1.54,1.1,7.78,7.87,10.53,18.59,1.86,14.19,13.55,4.2,3.35,8.18,11.99,5.68,0
1033,1,1,310770000.0,38.52,0.32,13.1,1.39,1.07,6.66,8.19,11.1,18.74,3.59,11.53,11.06,3.52,3.59,5.79,13.34,9.56,0
1034,1,1,6110000.0,38.43,0.0,12.84,1.12,0.79,5.11,7.29,16.84,10.98,3.27,9.37,8.44,2.19,5.55,1.61,20.06,14.41,0
1035,-1,1,9440000.0,86.37,10.35,11.59,1.44,0.76,4.87,10.88,7.91,10.27,2.39,7.25,1.66,10.73,11.01,12.62,19.88,5.4,1
1036,-1,-1,8860000.0,99.93,0.0,12.68,1.39,0.69,6.59,7.9,19.83,13.53,12.74,8.76,2.31,6.22,1.26,3.32,16.03,8.11,0
1037,-1,1,5640000.0,99.71,0.0,11.34,1.58,1.31,5.67,18.38,2.02,19.95,6.15,9.99,0.0,11.97,9.86,9.96,1.93,9.8,0
1038,-1,0,8490000.0,90.45,7.57,17.82,1.6,2.79,8.91,0.25,0.01,19.22,57.16,0.0,0.0,0.0,0.0,21.88,1.47,0.0,0
1039,1,1,2780000.0,98.75,0.0,12.65,1.17,0.79,4.95,7.5,14.42,10.38,4.03,9.98,8.81,1.91,5.73,1.83,20.1,15.32,0
1041,0,1,12380000.0,20.76,66.98,18.54,3.12,2.22,9.86,1.56,12.6,7.14,8.74,6.07,9.11,9.12,3.04,4.54,6.96,31.11,0
1044,-1,1,1220000.0,99.92,0.0,13.0,2.14,1.05,6.92,1.07,8.03,19.22,3.27,4.51,14.19,9.91,5.36,1.14,23.34,9.96,0
1045,1,0,19870000.0,97.91,0.0,14.57,1.37,0.88,6.98,8.89,13.78,11.65,11.91,7.65,7.47,2.24,1.62,2.06,20.54,12.19,0
1046,1,1,95560000.0,98.72,0.0,16.67,2.91,2.16,12.64,2.42,11.8,16.5,2.29,7.77,15.32,3.01,3.57,5.37,10.19,21.75,0
1048,1,1,56220000.0,60.92,0.0,16.8,2.95,2.0,8.65,2.46,11.9,15.4,2.5,7.76,14.49,3.33,3.56,5.43,10.23,22.93,0
1049,0,1,195430000.0,86.31,1.73,23.06,3.96,3.34,12.48,0.0,27.17,13.39,9.63,3.54,12.3,2.78,3.93,0.0,5.67,21.59,0
1050,1,1,186860000.0,99.63,0.0,19.24,2.9,2.43,11.64,4.52,10.01,17.27,10.2,6.63,11.48,16.76,1.73,1.47,15.39,4.54,0
1071,1,1,363720000.0,99.55,0.0,13.21,1.73,1.22,9.25,8.78,6.45,14.92,4.07,25.03,6.77,0.0,1.92,16.17,2.12,13.76,0
1073,1,1,217650000.0,99.95,0.0,12.49,1.71,2.7,8.09,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1074,-1,1,98640000.0,99.8,0.0,11.23,1.16,1.05,5.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1075,-1,1,447160000.0,98.85,0.0,13.21,1.37,1.6,6.32,3.83,19.15,22.93,6.71,0.0,0.0,6.96,25.89,2.91,9.19,2.42,0
1076,1,1,317280000.0,98.87,0.0,14.13,0.87,5.1,5.66,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1077,-1,0,519100000.0,99.81,0.0,11.58,1.34,3.54,7.01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1079,0,0,8070000000.0,99.89,0.0,14.08,4.03,4.15,13.05,0.02,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0
1108,0,0,276560000.0,99.83,0.0,29.89,4.15,1.69,9.14,0.0,74.79,3.81,0.0,9.11,0.0,0.0,0.0,0.0,0.0,12.29,0
1109,-1,1,405470000.0,99.65,0.0,13.24,1.89,1.73,6.53,17.19,6.82,38.02,1.21,10.51,0.78,3.62,2.14,14.4,4.49,0.81,0
1110,1,1,4270000.0,99.93,0.0,19.17,2.55,1.32,4.05,8.46,14.15,2.94,6.84,5.78,19.45,8.02,0.0,0.0,16.2,18.16,0
1111,1,1,2160000000.0,99.44,0.0,43.79,2.89,8.36,18.17,0.0,0.0,0.0,91.26,0.0,0.0,0.0,8.74,0.0,0.0,0.0,1
1112,1,0,208600000.0,98.96,0.0,17.22,1.48,0.82,3.08,0.0,0.0,0.0,0.0,0.0,0.0,50.1,0.0,2.01,28.44,19.44,0
1113,-1,1,17030000.0,82.73,0.0,11.41,1.34,0.68,3.79,10.87,5.31,22.96,0.0,5.22,0.0,16.39,0.63,30.83,7.79,0.0,0
1115,-1,1,32910000.0,99.79,0.0,10.0,1.29,0.66,4.32,20.09,29.48,1.7,0.0,10.19,1.72,1.84,5.51,6.37,12.67,10.43,0
1117,0,0,329310000.0,0.77,0.0,19.19,5.31,2.65,33.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.04,21.96,0
1118,1,1,1400000000.0,99.13,0.0,13.8,1.42,1.1,6.57,8.5,11.09,19.46,4.78,10.65,10.05,3.38,3.5,6.77,13.79,8.02,0
1119,-1,1,9600000.0,99.6,0.0,11.97,1.27,1.18,6.91,1.81,5.25,24.32,25.1,1.03,1.84,14.54,8.83,7.99,9.29,0.0,0
1120,0,1,35340000.0,99.66,0.0,15.93,2.57,1.83,8.97,7.98,13.35,7.26,0.61,11.6,22.04,1.58,1.78,1.6,13.01,19.2,0
1121,0,1,76680000.0,99.63,0.0,17.11,2.16,1.5,7.24,11.78,17.83,10.57,2.94,11.07,7.99,0.0,0.82,1.25,12.03,23.71,-1
1122,-1,1,51260000.0,99.37,0.0,10.86,1.16,0.84,2.22,6.69,8.39,25.99,1.36,5.94,12.23,7.01,8.38,10.85,11.39,1.78,0
1123,1,0,121080000.0,99.77,0.0,13.52,1.31,0.85,6.46,6.91,15.15,14.8,7.65,13.7,6.82,6.27,4.04,1.62,16.13,6.92,0
1124,1,1,654160000.0,99.48,0.0,16.33,1.41,1.45,6.87,1.38,3.65,24.73,26.67,11.11,2.29,11.24,5.89,1.69,10.86,0.48,0
1125,0,1,2590000.0,99.78,0.0,18.03,2.57,1.65,10.14,6.73,9.87,4.64,6.17,18.65,19.84,9.01,1.29,7.91,9.58,6.31,0
1126,-1,1,274780000.0,98.96,0.0,12.21,1.32,0.98,6.2,10.58,10.69,9.81,0.0,10.53,10.12,10.25,8.3,12.59,8.42,8.72,0
1127,-1,1,795790000.0,99.76,0.0,18.55,2.0,2.28,8.33,0.57,0.0,0.0,0.0,0.0,0.0,98.83,0.0,0.6,0.0,0.0,0
1128,-1,1,4240000000.0,98.46,0.0,11.49,1.17,0.99,5.57,1.04,16.28,37.69,0.28,7.78,1.77,12.71,8.05,7.78,2.75,3.86,0
1129,-1,1,840140000.0,99.64,0.0,11.37,1.09,0.73,3.3,2.11,5.67,39.38,6.8,10.45,0.0,14.14,7.56,4.2,9.69,0.0,0
1130,1,1,5190000000.0,99.55,0.0,15.36,2.19,1.66,7.78,4.45,11.66,17.87,2.95,8.9,13.49,3.19,3.79,6.09,10.98,16.63,0
1131,1,1,44330000.0,99.73,0.0,14.0,2.0,1.58,8.99,17.75,10.57,31.89,3.88,16.41,3.39,2.0,7.84,0.0,5.69,0.58,0
1133,-1,1,3880000.0,98.85,0.0,15.64,3.43,1.81,12.39,1.9,16.09,0.32,0.08,78.51,1.81,0.28,0.0,0.17,0.55,0.28,1
1134,0,1,5580000.0,99.37,0.0,19.86,5.56,1.15,11.38,0.15,65.33,0.26,0.55,25.33,0.28,0.0,0.0,0.06,2.99,5.06,0
1135,-1,1,272840000.0,98.97,0.0,6.2,0.96,1.06,5.94,13.78,1.84,27.06,0.0,3.87,1.19,3.62,2.61,44.93,0.0,1.09,1
1137,1,1,60230000000.0,97.55,0.0,13.63,1.41,1.05,6.87,7.96,11.9,17.81,5.11,11.25,10.82,3.45,3.62,5.42,14.28,8.38,0
1138,-1,1,4520000.0,99.28,0.0,11.84,1.47,1.99,5.47,1.67,0.27,87.97,0.57,0.0,2.57,0.13,0.0,0.0,6.57,0.25,-1
1143,0,1,4240000.0,97.61,0.0,18.79,3.25,1.15,13.51,0.0,0.15,0.0,3.09,1.55,91.83,0.0,0.0,0.0,1.55,1.83,0
1145,0,1,5200000.0,98.61,0.0,14.81,4.08,4.18,12.03,0.0,0.0,0.0,0.0,0.0,99.79,0.0,0.05,0.0,0.0,0.17,0
1146,1,1,654930000.0,99.02,0.0,10.5,1.43,1.18,4.74,7.74,11.28,24.47,3.16,6.59,2.81,2.51,4.67,7.94,4.96,23.88,1
1147,0,1,5250000.0,92.32,0.0,16.59,1.97,1.87,8.72,0.0,59.31,0.0,0.9,0.75,0.0,0.0,24.07,0.0,1.45,13.52,0
1148,1,1,59290000000.0,98.91,0.0,11.08,1.4,1.05,4.5,7.98,12.02,22.73,3.79,6.75,3.15,2.72,4.22,7.17,5.77,23.7,0
1149,-1,1,47120000.0,99.03,0.0,13.9,1.16,1.13,6.67,0.0,0.0,0.0,0.0,0.0,0.0,38.31,0.0,21.09,40.6,0.0,0
1150,1,1,4800000000.0,98.71,0.0,10.5,1.43,1.17,4.73,7.73,11.26,24.45,3.16,6.61,2.84,2.54,4.62,7.96,4.96,23.87,1
1151,1,1,276460000.0,99.89,0.0,16.3,1.56,0.77,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
1152,1,1,392600000.0,99.4,0.0,13.9,1.88,1.18,5.79,6.14,12.31,17.78,1.66,12.73,16.41,4.11,4.17,9.31,9.94,5.44,0
1153,1,1,24960000.0,97.58,0.0,12.26,1.45,1.05,3.46,7.38,9.93,20.08,0.52,15.24,10.76,4.62,4.9,13.24,8.13,5.19,0
1154,0,1,5510000.0,99.11,0.0,21.4,5.94,3.71,13.62,0.0,10.39,9.56,0.55,0.06,0.56,0.0,0.0,0.0,4.5,74.39,1
1155,1,1,3290000000.0,98.93,0.0,13.55,1.56,1.09,7.65,7.73,10.8,17.69,2.76,13.84,12.98,3.91,3.28,7.49,13.01,6.5,0
1156,0,-1,275630000.0,98.58,0.0,14.47,1.63,0.97,7.06,7.44,12.68,14.18,10.38,6.95,8.44,2.43,1.88,2.8,21.6,11.22,0
1157,1,1,1970000000.0,99.44,0.0,13.59,1.61,1.17,4.08,7.09,10.75,18.69,1.61,13.21,14.98,4.22,3.91,4.43,13.85,7.25,0
1158,1,1,2000000000.0,98.99,0.0,13.35,1.54,1.11,7.77,8.04,10.43,18.06,1.42,15.06,13.7,4.13,3.41,8.14,11.79,5.82,0
1159,1,0,155240000.0,99.74,0.0,22.83,1.06,0.82,6.9,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.99,0.78,0.0,0
1160,1,0,30420000.0,94.15,0.0,15.5,0.92,7.47,14.26,0.0,0.53,0.0,99.19,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0
1161,1,1,2080000000.0,98.1,0.0,10.23,1.26,1.12,4.27,4.75,12.51,23.92,6.98,4.6,2.71,3.16,4.57,3.28,7.19,26.32,1
1162,1,1,504450000.0,97.54,0.0,16.44,0.92,5.07,11.23,0.0,0.61,0.0,99.29,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1
1164,0,0,37050000.0,99.69,0.0,17.97,2.25,1.04,10.23,1.6,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.66,38.05,-1
1165,-1,0,5260000.0,99.88,0.0,15.26,1.78,0.87,7.35,24.58,1.85,0.0,0.0,0.0,0.0,41.34,0.0,6.96,25.27,0.0,0
1167,1,1,564630000.0,99.69,0.0,10.64,1.31,0.85,6.04,10.63,15.15,16.15,8.07,7.19,7.39,6.85,3.76,3.9,14.01,6.89,0
1168,1,1,762960000.0,99.75,0.0,18.08,1.56,1.1,5.32,11.63,6.16,0.0,0.0,0.0,0.0,0.0,0.0,81.66,0.55,0.0,0
1170,1,1,2830000000.0,98.6,0.0,18.02,1.87,2.23,8.77,0.24,0.0,0.0,0.0,0.0,0.0,41.18,0.0,18.63,39.95,0.0,0
1173,0,1,1590000000.0,99.93,0.0,21.18,5.57,3.4,13.02,0.07,12.97,8.27,0.07,0.0,0.0,0.0,0.07,0.0,4.43,74.12,1
1174,0,0,132760000.0,99.91,0.0,18.39,2.57,2.26,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,96.11,0
1176,1,1,75330000.0,99.25,0.0,13.46,1.78,1.36,6.47,5.93,11.1,25.12,2.35,11.98,13.12,2.18,2.39,3.66,8.76,13.41,0
1177,1,1,170740000.0,98.88,0.0,13.78,1.88,1.51,6.19,5.48,7.64,21.48,2.59,6.87,16.88,2.86,1.12,6.21,8.67,20.2,0
1178,0,1,2700000000.0,99.94,0.0,30.49,6.75,6.8,23.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,99.75,0
1180,1,0,550160000.0,99.69,0.0,19.22,2.44,1.64,9.64,7.67,0.59,0.0,0.0,0.0,5.33,40.15,0.0,0.0,45.42,0.84,0
1181,0,1,438750000.0,100.0,0.0,16.28,2.12,1.94,13.22,5.19,18.27,4.85,4.34,15.04,17.81,0.0,2.48,1.85,15.68,14.49,0
1182,1,1,385120000.0,99.88,0.0,13.49,2.54,3.38,11.41,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
1183,1,1,823120000.0,99.9,0.0,14.76,2.68,0.66,12.56,0.0,0.0,0.8,0.0,0.0,93.83,0.0,0.0,0.0,0.68,4.69,-1
1184,0,1,3660000000.0,99.74,0.0,24.77,3.76,4.47,12.21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
1185,-1,1,112560000.0,0.1,98.46,9.66,0.48,1.69,0.47,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1186,1,0,48400000000.0,99.83,0.0,16.66,1.95,1.18,8.65,6.04,14.32,16.01,9.9,3.44,8.96,4.03,0.59,4.46,15.59,16.66,0
1187,-1,0,6360000000.0,99.83,0.0,13.77,1.49,0.81,6.84,7.58,14.64,22.62,8.97,3.78,3.36,4.26,0.69,4.84,15.25,14.01,0
1188,0,0,7490000000.0,99.84,0.0,20.79,2.8,2.09,11.59,4.55,13.9,9.7,10.69,3.09,14.16,3.79,0.5,4.06,15.81,19.76,0
1189,1,1,3450000000.0,99.05,0.0,12.85,1.22,0.85,5.37,7.41,17.2,11.25,5.42,8.95,7.27,1.87,4.46,1.71,19.5,14.98,0
1190,1,1,1890000000.0,98.86,0.0,12.58,1.23,0.89,5.2,6.91,17.07,12.01,4.35,8.72,7.41,2.01,5.38,1.97,18.94,15.23,0
1191,1,1,1590000000.0,99.29,0.0,12.58,1.23,0.89,5.21,6.93,17.08,12.0,4.36,8.72,7.41,2.0,5.39,1.98,18.93,15.21,0
1192,1,-1,43240000000.0,99.79,0.0,16.7,1.78,0.95,7.15,6.78,13.46,15.77,9.24,3.63,10.03,2.08,1.52,3.95,17.08,16.48,-1
1193,-1,-1,6160000000.0,99.62,0.0,14.29,1.38,0.64,5.65,8.77,14.06,17.96,9.44,3.84,3.93,2.23,0.88,4.98,18.49,15.42,-1
1194,0,-1,5580000000.0,99.84,0.0,20.05,2.49,1.81,9.6,4.82,12.8,13.8,9.15,3.37,15.96,1.91,2.2,2.88,15.57,17.54,-1
1195,-1,1,519660000.0,99.43,0.0,6.25,0.9,0.63,4.78,7.43,8.83,12.46,0.0,5.8,5.85,1.18,1.13,2.31,7.77,47.24,0
1196,1,1,1530000000.0,99.07,0.0,11.3,1.75,1.47,3.38,16.71,2.77,39.59,0.96,13.3,0.0,3.07,3.84,15.07,4.06,0.63,-1
1198,1,1,734310000.0,99.26,0.0,13.25,1.62,1.15,4.19,7.51,10.48,19.0,1.49,14.24,14.25,3.91,3.85,8.08,11.67,5.53,0
1199,1,1,4300000000.0,99.23,0.0,13.24,1.62,1.14,4.18,7.5,10.45,19.01,1.49,14.26,14.26,3.91,3.87,8.07,11.65,5.53,0
1201,0,0,57860000.0,99.65,0.0,17.08,2.26,1.57,13.48,2.16,10.95,10.95,9.41,15.44,13.43,11.23,0.0,2.16,14.94,9.33,0
1203,0,1,137170000.0,98.44,0.0,16.4,2.21,1.31,10.3,6.22,7.51,7.12,2.66,15.51,24.27,2.64,0.99,11.45,11.78,9.85,0
1204,1,1,2080000000.0,99.59,0.0,16.83,2.9,2.18,11.45,2.83,11.72,16.97,2.51,7.54,14.47,3.09,3.6,6.15,9.86,21.27,0
1205,0,1,130440000.0,100.0,0.0,34.04,5.12,1.75,21.93,0.0,48.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1206,0,1,5050000000.0,98.57,0.0,20.39,2.56,1.58,10.93,8.8,10.42,24.69,0.0,9.93,5.35,3.09,1.81,15.01,3.84,17.07,1
1207,0,1,91590000.0,56.68,0.0,19.36,2.75,1.7,11.67,8.81,10.43,24.43,0.0,9.82,5.34,3.08,1.84,15.12,3.87,17.27,1
1208,0,1,829000000.0,98.91,0.0,21.5,2.64,1.77,12.16,7.49,7.63,38.86,0.0,8.83,2.42,2.81,1.51,12.49,4.29,13.66,1
1209,1,1,20920000.0,100.0,0.0,17.6,1.83,2.0,7.82,0.0,0.37,0.0,5.37,0.0,0.0,47.34,0.0,19.03,27.71,0.19,0
1210,-1,0,104910000.0,37.55,52.13,13.86,1.49,1.44,5.68,1.9,7.56,9.45,36.55,5.88,2.32,12.88,3.88,7.16,8.62,3.81,0
1212,-1,1,1160000000.0,99.45,0.0,11.57,1.13,0.67,7.17,12.48,12.57,15.02,7.78,8.95,10.22,4.27,1.88,4.7,11.72,10.43,0
1213,1,1,31400000.0,99.51,0.49,14.99,1.48,0.98,6.32,32.66,6.97,0.0,1.6,0.0,0.0,20.1,11.24,3.26,24.16,0.0,1
1214,1,1,2030000000.0,99.54,0.0,15.28,2.28,1.68,7.25,3.19,11.86,12.37,0.0,12.83,15.39,0.89,2.13,9.22,6.45,25.66,0
1215,1,1,1010000000.0,98.7,0.0,13.69,1.22,0.98,5.86,8.36,13.67,17.91,9.18,7.16,7.27,2.73,4.26,2.12,16.5,10.83,0
1216,0,1,437560000.0,99.34,0.0,19.66,3.45,3.18,11.25,0.0,0.0,35.49,0.0,0.0,0.0,0.0,0.0,0.0,37.15,27.37,0
1219,1,0,177390000.0,98.37,0.0,12.13,1.29,0.64,5.05,5.05,28.02,12.26,7.55,7.23,7.63,0.0,0.0,0.0,13.54,18.73,0
1220,0,0,32030000.0,99.8,0.0,0.0,0.0,0.0,0.0,1.65,11.23,5.79,10.47,0.0,9.86,0.0,6.85,3.68,4.45,46.03,0
1221,0,1,2090000.0,98.31,0.0,19.38,1.35,1.98,9.17,1.31,11.05,17.37,2.71,2.83,15.67,1.72,16.42,1.36,6.57,22.99,0
1222,1,0,1310000000.0,97.82,0.0,10.38,0.98,7.28,13.75,0.0,0.69,0.0,99.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1223,-1,0,403760000.0,76.4,0.24,12.19,1.48,1.45,5.12,0.12,0.0,98.44,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0
1224,-1,1,97340000.0,98.61,0.0,11.05,1.5,0.93,5.99,7.96,10.93,22.37,5.5,9.17,6.58,5.48,6.36,8.06,10.98,6.61,0
1225,-1,1,751960000.0,99.22,0.0,10.7,1.49,0.9,5.61,9.32,11.03,22.88,5.13,8.67,6.74,3.82,5.57,9.27,9.22,8.33,0
1226,0,1,71540000.0,99.94,0.0,16.27,2.12,1.95,13.28,5.13,18.35,4.82,4.28,15.01,17.74,0.0,2.49,1.87,15.84,14.47,0
1227,-1,1,44290000.0,98.68,0.0,9.98,1.48,0.89,4.67,12.41,9.45,22.66,5.35,7.54,8.57,2.98,3.44,6.21,10.2,11.2,0
1228,0,1,642140000.0,97.84,0.0,15.39,2.4,1.53,9.92,7.86,11.55,21.34,3.55,11.32,10.65,3.75,4.06,6.16,12.42,7.34,0
1229,-1,1,618010000.0,99.41,0.0,8.81,1.1,1.14,2.12,2.58,5.01,46.75,9.47,0.0,0.0,1.04,10.45,10.22,4.44,10.04,1
1230,1,-1,77130000.0,93.3,0.0,12.28,1.3,0.75,7.16,12.76,12.77,7.51,8.31,5.38,10.14,2.02,1.07,4.67,19.16,16.21,0
1231,-1,1,2620000.0,99.84,0.0,9.8,1.06,0.48,3.45,10.51,11.54,13.81,2.45,5.15,0.8,4.03,6.16,23.78,8.54,13.23,0
1234,1,-1,78960000.0,100.0,0.0,15.94,1.7,0.97,7.51,7.08,12.7,15.71,8.18,4.35,9.31,2.97,1.2,6.19,17.31,15.01,0
1235,1,0,52060000.0,99.99,0.0,13.31,1.55,1.54,5.59,2.78,2.06,18.99,7.66,1.42,12.67,2.34,1.46,2.67,4.32,43.64,0
1237,1,1,60470000.0,99.63,0.0,15.61,2.7,1.96,12.98,4.99,7.79,0.0,0.08,10.19,32.31,2.44,0.0,19.58,8.08,14.53,0
1238,1,1,126080000.0,99.0,0.0,14.95,2.17,1.51,10.32,10.61,8.22,0.23,1.4,10.29,24.69,2.89,0.77,17.62,10.69,12.6,0
1239,1,1,5230000.0,93.71,0.0,14.52,1.33,0.96,6.86,10.36,13.56,15.16,7.06,8.76,6.79,4.58,3.23,4.34,17.48,8.68,0
1240,1,1,5020000000.0,99.95,0.0,18.44,3.76,1.74,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.03,6.97,-1
1241,1,0,1200000000.0,99.9,0.0,11.05,1.52,0.69,7.85,17.44,78.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,1.15,0
1243,0,-1,57640000.0,99.89,0.0,20.58,3.02,2.72,12.08,0.0,2.21,1.28,0.0,0.0,9.33,4.76,0.33,0.0,6.97,75.11,0
1244,1,0,258880000.0,99.56,0.0,6.37,1.06,0.88,6.14,11.06,2.28,32.81,0.0,13.42,0.0,0.0,8.39,9.4,20.73,1.91,1
1246,1,1,18730000000.0,99.72,0.0,16.94,2.74,1.84,8.46,2.83,12.2,15.22,3.9,7.01,14.0,3.19,3.32,5.1,10.73,22.5,0
1247,1,1,222870000.0,99.26,0.0,13.1,1.67,0.99,4.95,10.13,2.96,17.62,0.39,3.22,0.17,0.0,4.6,0.81,2.86,57.23,0
1248,1,1,3940000000.0,99.27,0.0,17.02,3.01,2.22,12.95,2.45,11.7,16.16,2.38,7.83,15.49,3.14,3.57,5.51,10.07,21.71,0
1249,-1,1,3330000000.0,14.239999999999995,85.76,9.66,0.48,1.69,0.47,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1250,0,1,5990000000.0,99.77,0.0,21.27,4.48,3.25,12.97,2.07,14.56,10.16,3.01,5.5,17.13,1.97,3.4,3.62,10.54,28.02,0
1251,1,0,675320000.0,99.42,0.0,34.15,2.13,6.74,14.53,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1252,-1,1,5210000000.0,99.72,0.0,13.62,2.06,1.32,6.34,3.4,9.2,21.42,2.97,9.74,10.7,4.97,3.33,7.34,10.63,16.31,0
1253,-1,1,89550000.0,99.83,0.0,8.74,1.11,0.59,5.06,15.77,37.46,0.0,0.0,0.0,0.0,0.0,2.53,9.7,24.46,10.08,0
1254,-1,1,15230000000.0,99.72,0.0,13.61,2.12,1.38,6.31,3.09,8.79,21.35,2.52,10.18,11.24,5.02,3.52,7.52,10.28,16.47,0
